ID,Period,StudentAcademicLevel,StudentCategory,StudentLocation,FullTimePartTimeIndicator,AlumniChild,Ethnicity,Gender,ChurchAffiliation,CitizenshipCountry,InternationalIndicator,Continent,CountryResidency,DualCitizenship,ABDIndicator,USCitizensBreakdown
1971,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
1972,2024 Fall,Undergraduate,Transfer at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
1973,2024 Fall,Undergraduate,Transfer at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,Black or African American,Female,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
1974,2024 Fall,Undergraduate,Transfer at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Male,None/Not Stated,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
1975,2024 Fall,Undergraduate,Transfer at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,Multi-Racial,Female,None/Not Stated,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
1976,2024 Fall,Undergraduate,Transfer at Entry,Grand Rapids Campus,Part Time,Not Child of Alumni,White,Male,None/Not Stated,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
1977,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,Not Stated,Female,None/Not Stated,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
1978,2024 Fall,Undergraduate,Transfer at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Male,None/Not Stated,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
1979,2024 Fall,Undergraduate,Post Baccalaureate,Online Campus,Part Time,Not Child of Alumni,Asian,Female,None/Not Stated,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
1980,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Female,None/Not Stated,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
1981,2024 Fall,Graduate,Graduate,Online Campus,Part Time,Not Child of Alumni,White,Female,None/Not Stated,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
1982,2024 Fall,Undergraduate,Transfer at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,ABD,US Citizens Living Abroad
1983,2024 Fall,Graduate,Graduate,Online Campus,Part Time,Not Child of Alumni,White,Female,None/Not Stated,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
1984,2024 Fall,Undergraduate,Transfer at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Female,None/Not Stated,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
1985,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,U.S. Nonresident,Male,Other Church,Brazil,Intl Citz,South America,Brazil,Non Dual Citizen,Not ABD,Non-US Citizen
1986,2024 Fall,Undergraduate,Transfer at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Female,Other Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
1987,2024 Fall,Undergraduate,Post Baccalaureate,Online Campus,Part Time,Not Child of Alumni,Hispanic/Latino,Female,None/Not Stated,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
1988,2024 Fall,Undergraduate,Transfer at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Male,None/Not Stated,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
1989,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,Black or African American,Female,None/Not Stated,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
1990,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,U.S. Nonresident,Male,None/Not Stated,Ghana,Intl Citz,Africa,Ghana,Non Dual Citizen,Not ABD,Non-US Citizen
1991,2024 Fall,Graduate,Graduate,Online Campus,Full Time,Not Child of Alumni,White,Female,None/Not Stated,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
1992,2024 Fall,Graduate,Graduate,Online Campus,Part Time,Not Child of Alumni,Black or African American,Female,Presbyterian,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
1993,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
1994,2024 Fall,Undergraduate,Post Baccalaureate,Online Campus,Part Time,Not Child of Alumni,Black or African American,Female,Presbyterian,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
1995,2024 Fall,Undergraduate,Dual Enrollment,Grand Rapids Campus,Part Time,Child of Alumni,White,Female,None/Not Stated,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
1996,2024 Fall,Undergraduate,Dual Enrollment,Grand Rapids Campus,Part Time,Not Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
1997,2024 Fall,Graduate,Graduate,Grand Rapids Campus,Part Time,Not Child of Alumni,U.S. Nonresident,Female,None/Not Stated,Canada,Intl Citz,North America,United States of America,Non Dual Citizen,DOMIN,Non-US Citizen
1998,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
1999,2024 Fall,Graduate,Graduate,Online Campus,Part Time,Not Child of Alumni,U.S. Nonresident,Female,None/Not Stated,Canada,Intl Citz,North America,United States of America,Non Dual Citizen,DOMIN,Non-US Citizen
2000,2024 Fall,Graduate,Graduate,Online Campus,Full Time,Not Child of Alumni,White,Male,None/Not Stated,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
2001,2024 Fall,Graduate,Graduate,Online Campus,Part Time,Child of Alumni,White,Male,None/Not Stated,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
2002,2024 Fall,Undergraduate,Transfer at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
2003,2024 Fall,Graduate,Graduate,Online Campus,Part Time,Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
2004,2024 Fall,Graduate,Graduate,Grand Rapids Campus,Part Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
2005,2024 Fall,Graduate,Graduate,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
2006,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
2007,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,Multi-Racial,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
2008,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
2009,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
2010,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
2011,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
2012,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
2013,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
2014,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
2015,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
2016,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
2017,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
2018,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Male,Presbyterian,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
2019,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,ABD,US Citizens Living Abroad
2020,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
2021,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
2022,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,Hispanic/Latino,Male,Other Church,United States of America,Not Intl,South America,Colombia,Dual Citizen,ABD,US Citizens Living Abroad
2023,2024 Fall,Undergraduate,Dual Enrollment,Grand Rapids Campus,Part Time,Child of Alumni,Multi-Racial,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
2024,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
2025,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
2026,2024 Fall,Undergraduate,Transfer at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Female,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
2027,2024 Fall,Graduate,Graduate,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
2028,2024 Fall,Undergraduate,Transfer at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
2029,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,U.S. Nonresident,Male,Christian Reformed,Canada,Intl Citz,North America,Canada,Non Dual Citizen,Not ABD,Non-US Citizen
2030,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Other Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
2031,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
